Y	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30
2.04140651689237	-1.05737363253499	-1.43644206213084	-0.957577465394126	-1.18617826388588	-0.983958499991916	-0.962864512361873	-0.711772291497989	-1.16621212684524	-0.875239672372087	-0.678822100231883	-1.56589530826686	-0.510636787736363	-1.3343995719782	-1.18925538945774	-0.997048720811589	-0.801752929139052	-0.0868156637501772	-0.999978567519549	-0.65435289414255	-1.26561294237616	-0.900782793077411	-0.897868913168958	-1.10486463060791	-1.01852372903275	-0.834544966547756	0.0472233371668872	-1.24545910914022	-0.328248991082596	-1.03017189886809	-0.756676359172407
3.17339727050842	-0.715318724467676	-1.76659177860855	-0.952886108642432	-1.09561807845044	-0.456349971640451	-1.18950273973893	-1.53376449974151	-1.1438572731757	-1.53747243298878	-1.6243650203698	-1.16091135398592	-0.740508694329464	-0.782038671588899	-0.657412677958391	-1.41853959180821	-2.03855538256883	-1.05305309517403	-1.35466128198147	-0.486212391707369	-1.12909630896491	-1.74119057141301	-1.09013505459934	-1.50611739952793	-1.34210556569347	-1.24889051569186	-0.721537235199813	-1.40014612964613	-1.57364293912648	-1.11372020966397	-0.751224633223871
-2.45833635897589	1.12958994650482	1.7185424153137	0.964750432462958	1.00276776525451	0.851273215333073	0.566499406208368	0.583842036751221	1.04575274303842	1.28251315371617	0.636842850235539	1.33738597722275	1.01600056673724	0.473894689040664	1.64516920116019	1.03254720835024	0.123642443752302	0.16660220021226	0.739619637138303	1.35515015022225	1.00655036950757	1.06833189027089	0.73526903149938	0.942583820263661	0.465728814310948	0.877412971653655	0.285704994096094	1.08948809142342	1.2935719323824	0.735864635908728	1.04985770992577
-2.02112395998486	-0.45971093881975	-0.196310982500083	-0.152020372693328	-0.140057091237612	-0.27081364415293	0.241246744510016	-0.407281361784495	0.561224235950831	0.210508649093936	-0.0720224230507677	0.205407530554145	-0.573070767821244	0.057743249129686	0.521235713522479	-0.302122741662128	-0.262203518176867	0.528050929509865	0.281715279854293	-0.100133047904439	-0.576551905250146	-0.607497415437485	0.534748905162293	-0.263530462607063	0.377055747715293	-0.708398979017618	0.510781659546187	0.139201280393121	-0.508506472698775	0.486543103043084	0.0159739594230066
1.90449013783142	-0.994831754023623	-0.853619106574914	-0.676827771020353	-0.702593201983089	-1.1064980284539	-0.352987796053055	-0.548932858909943	-0.563894956231084	-0.0435836818710015	-0.238433812667181	-0.637688799517223	-0.656181264650144	-0.601778638763934	0.0436268851615179	-0.654204508756319	-1.34381744525318	-0.958943647171497	-0.47197468396575	-0.938287232674784	-1.14350488311265	-1.31428632892647	-0.745848686815188	0.418814632037828	-1.13259006229335	-0.622323546972954	-0.610136708541645	-0.824966608665276	-0.787420534829872	-1.14213324705583	-1.19265670654259
1.6123419712925	-0.524579496787379	-0.130514598562692	-1.12376091001792	-0.575559731003652	-0.139545883696059	-0.89004710475702	-0.529627198296825	-0.253153852784456	-0.263366045660722	-1.08389451409951	-0.321322258585437	-0.70430547953138	-0.761386284521299	-1.10260249640548	-0.762820493090556	-0.772837008994018	-0.259781348292852	-0.248349724711115	-0.576198687330365	-0.721872055362744	-0.798793516195215	-0.375166785256572	-1.18008671536961	-0.494682268554691	-0.746331306008381	-0.460952185370579	-1.23483686776566	-0.880965738974602	-0.658955091758366	-0.530578032503733
-3.39427750067736	0.613573477381333	0.0233580564046774	-0.379484015212725	0.10030264902282	-0.323580848522751	0.786993240180327	0.364218479426996	0.0755285872683334	0.368835291324394	-0.403297730437529	0.0336489723455936	1.11707844135599	-0.223053758714495	0.39012945364306	0.0635331914012861	0.311098003060095	0.916521834787706	-0.238205072079928	-0.0666504000018436	0.245921470217794	-0.0811577048412215	0.196745348645719	-0.350284328185586	0.0962058568594075	-0.0875861343424099	-0.0804465787982531	0.410526948625973	0.0961183461980461	0.331569495702834	-0.681845521108729
-1.03063105481665	0.263866865166431	0.919262946157294	0.257889355218159	0.290622253209922	-0.0469547823955163	0.540333149363078	-0.304275610607071	0.46686440775711	0.416282712204683	-0.209426411311103	-0.204961379896669	0.561330280717768	0.136196150200541	0.262757971232738	0.454691726234296	-0.122820146583349	6.52839916377195e-05	0.0236579919055419	-0.0513160316569309	-0.325125324786315	-0.339002493740658	0.519550183377258	0.183101090486701	0.321975910038503	-0.156371908773185	0.380212119537468	0.430526889291027	0.547827989936994	-0.0155230345088336	0.0182758968389455
1.07948084152754	-0.240732057780399	1.01356328726416	0.567188390717981	0.482020292864608	0.3894230280594	0.465627699215546	1.08928770273767	0.58634337597961	0.625845494261517	0.327698114329757	0.680891093194786	0.510323435091715	0.158003369166366	0.333731534074397	1.40309355835958	0.537995051864192	0.355576174454297	0.268852802902672	-0.0140143047119424	0.64000707682625	0.394688281900687	0.493162845397104	0.155368621182556	0.727665954272402	0.673124177781186	0.589594079861142	0.126465543541936	0.316786852235091	0.0490533421857213	0.373696463807427
6.4007427136157	-2.72948545948946	-2.59502469082922	-2.22340780445854	-2.43952385660593	-1.55540445499873	-1.99704243484783	-2.88489378888377	-2.84412374033009	-2.45658322761316	-2.73031660436116	-2.27682085455509	-2.78479507615479	-3.42696118763952	-2.21252242795421	-2.65672649999283	-2.16776777695245	-2.19045927324204	-2.64142454561756	-2.36229161870703	-2.15629961891495	-2.49501120757352	-1.9498100411131	-3.35985646166076	-3.16774539274259	-3.17512724539041	-2.85597872766361	-2.28273646362071	-2.76765076866815	-1.85042405945844	-1.94393478733722
